Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/IAO_0000118#alternative_name,http://purl.obolibrary.org/obo/IAO_0000119#formal_citation
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Orthogonal_Rotation,Orthogonal Rotation,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Afferent_Stimulation,Afferent Stimulation,,"Sensory stimulation causing nerve impulses to be
carried toward the brain, spinal cord, or sensory
relay and processing areas.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Afferentation,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Aura,Aura,,"Sensations experienced immediately prior to the
onset of a seizure, migraine headache, or other
nervous system disorder symptoms. Also, the
patient's recognition of the beginning of an
epileptic attack. Use PARAPSYCHOLOGY or
PARAPSYCHOLOGICAL PHENOMENA to access references
on psychic auras and halos.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Graduate_Education,Graduate Education,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Visual_Tracking,Visual Tracking,,"Perceptual processes associated with following a
specified visual target with the eyes along its
path of movement. Usually involves a continuously
visible target. Compare VISUAL SEARCH.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Time_Estimation,Time Estimation,,Estimation of duration or passage of time.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Escape_Conditioning,Escape Conditioning,,"Learned behavior or the operant conditioning
procedure in which the subject learns a specific
behavior that results in the termination of an
ongoing aversive stimulus. Consider also NEGATIVE
REINFORCEMENT. Compare AVOIDANCE CONDITIONING.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Conditioning (Escape),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Node_of_Ranvier,Node of Ranvier,,"Any of successive regularly spaced gaps in the myelin sheath surrounding the axon. The gaps permit the exchange of ions across the plasma membrane at those points, allowing the nerve impulse to leap from one node to the next in so-called saltatory conduction along the axon.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Phenmetrazine,Phenmetrazine,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Animal_Emotionality,Animal Emotionality,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Emotionality (Animal),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#On_the_Job_Training,On the Job Training,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Intrauterine_Devices,Intrauterine Devices,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Responses,Responses,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Neurolinguistics,Neurolinguistics,,"Interdisciplinary study of the neurological mechanisms involved in the development, acquisition, and use of language, including the physical representations or functional neuroanatomy of nondisordered and disordered language within the brain. Used for the scientific discipline or the
neurolinguistic processes themselves.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Neurocognitive Linguistics,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Rapid_Eye_Movement,Rapid Eye Movement,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",REM,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Health_Care_Delivery,Health Care Delivery,,"Practices, policies, or referral processes that
contribute to making mental and/or medical health
care personnel, services, or facilities available
to persons in need of such care.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Alcoholic_Hallucinosis,Alcoholic Hallucinosis,,Hallucinations caused by cessation of heavy drinking.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sterility,Sterility,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Experimental_Subjects,Experimental Subjects,,"Any individual who is, knowingly or unknowingly, a
member of an experiment or research population.
Used only when methodological or procedural
aspects are discussed regarding research subjects.
Used primarily for human populations.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Volunteers (Experiment)|Experiment Volunteers|Research Subjects,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Eysenck_Personality_Inventory,Eysenck Personality Inventory,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Treatment_Duration,Treatment Duration,,"Length of hospital or institutional stay and
length or number of treatment or therapy sessions.
Used for any treatment modality.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Length of Stay,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Neurotoxicity,Neurotoxicity,,Toxicity to nerves and/or nervous tissues.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Brief_Psychotherapy,Brief Psychotherapy,,"Short-term or time-limited methods of
psychotherapy.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Short Term Psychotherapy|Time Limited Psychotherapy,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Haloperidol,Haloperidol,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Saccharin,Saccharin,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Transformational_Generative_Grammar,Transformational Generative Grammar,,"Transformational grammar relates the deep
syntactic structures of a language to the surface
structures by means of transformational rules.
Generative grammar represents, through abstract
formulas, all and only the grammatical utterances
of a language.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Impulsiveness,Impulsiveness,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Terminology,Terminology,,"Definitions, analysis, evaluation, or review of
individual terms or nomenclature in any field.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Pneumonia,Pneumonia,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Teaching_Machines,Teaching Machines,,"Mechanical, electronic, or electrically controlled
apparatus for the presentation of programed
instructional material or texts for independent,
self-paced education. Compare COMPUTER ASSISTED
INSTRUCTION.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Morality,Morality,,"Subjective or objective standards of right or
wrong, based on societal norms or ethical
principles.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Morals,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Quasi_Experimental_Methods,Quasi Experimental Methods,,"Research conducted in settings or environments
where normal or traditional controls are not, or
cannot be applied.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Accountability,Accountability,,"Liability and/or responsibility for specified
results or outcomes of an activity over which one
has authority.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Self_Management,Self Management,,"Self-regulated modification and/or maintenance of
behavior by self-governing of behavioral
consequences. Used with disordered or normal
populations of all ages.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Hospital_Admission,Hospital Admission,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Admission (Hospital)|Readmission (Hospital),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Voice,Voice,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Classroom_Environment,Classroom Environment,,"Physical, social, emotional, psychological, or
intellectual characteristics of a classroom,
especially as they contribute to the learning
process. Includes classroom climate and class
size.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Self_Regulated_Learning,Self Regulated Learning,,"Approach to learning that involves self
adjustment, self monitoring, strategy use, and
goal setting.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Chaos_Theory,Chaos Theory,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Altruism,Altruism,,"Consideration for well being of others as opposed
to self-love or egoism. Used for human or animal
populations.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Crack_Cocaine,Crack Cocaine,,"A highly addictive form of alkaloidal cocaine that is
smoked.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Primidone,Primidone,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Corruption,Corruption,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Science_Achievement,Science Achievement,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Skin_Disorders,Skin Disorders,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Spinal_Cord_Injuries,Spinal Cord Injuries,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Diagnosis,Diagnosis,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Mazes,Mazes,,"System of pathways consisting of a number of blind
alleys and one or more correct paths leading to a
goal/reinforcement. Used to study learning and
motivation in humans and animals.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Labyrinth (Apparatus),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Bipolar_Cells,Bipolar Cells,,Specialized spindle-shaped sensory neurons with extensions (or processes) comprised of an axon and single dendrite on opposite ends of the soma (cell body) unlike other neurons in which both processes emerge at the same point.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Foreign_Language_Translation,Foreign Language Translation,,"Rendering from one language to another. Use with
foreign language test translations.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Reserpine,Reserpine,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Serpasil,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Health_Maintenance_Organizations,Health Maintenance Organizations,,"Organizations providing comprehensive, coordinated
medical services to voluntarily enrolled members
on a prepaid basis.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Group Health Plans|HMO,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Item_Content_(Test),Item Content (Test),,"Topics or subject matter covered in test
questions, units, or tasks.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Experimental_Psychosis,Experimental Psychosis,,"Experimentally induced psychotic-like state or
condition usually achieved through drug
administration. Not to be confused with
inadvertent induction of psychotic conditions
resulting from toxic side effects in drug therapy.
Compare TOXIC PSYCHOSES.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Stress_Reactions,Stress Reactions,,"Reactions to stressful events in everyday life or
in experimental settings. Differentiate from
POSTTRAUMATIC STRESS DISORDER which refers to
reactions that seriously impair a person's
functioning.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Crisis (Reactions to),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Autopsy,Autopsy,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Interviewing,Interviewing,,"Used for the methods, techniques, principles, and
practice of interviewing.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Comorbidity,Comorbidity,,"Coexistence of two or more physical and/or mental
disorders.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Psychopharmacology,Psychopharmacology,,"The study of the effect of drugs on behavior or
other psychological processes. For the use of
drugs in a treatment capacity, use DRUG THERAPY.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Williams_Syndrome,Williams Syndrome,,"A genetic disorder with onset in infancy that is
characterized by supravalvular aortic stenosis,
mental retardation, elfin facies, and
hypercalcemia.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Williams-Beuren Syndrome,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Inhibition_(Personality),Inhibition (Personality),,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Agreeableness,Agreeableness,,"Extent to which an individual is altruistic,
sympathetic to others, and eager to help versus
being egocentric and skeptical of others'
intentions.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sexual_Fantasy,Sexual Fantasy,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Animal_Defensive_Behavior,Animal Defensive Behavior,,"Innate protective responses that occur in presence
of predator or other threatening stimulus.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Defensive Behavior (Animal),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Classroom_Discipline,Classroom Discipline,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Discipline (Classroom),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cholinesterase,Cholinesterase,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Equal_Education,Equal Education,,"Provision of comparable educational opportunities
to all individuals irrespective of race, national
origin, religion, sex, socioeconomic status, or
ability.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Divergent_Thinking,Divergent Thinking,,"Component of intelligence which is manifested in
the ability to generate a wide variety of original
ideas or solutions to a particular problem.
Compare CREATIVITY.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sociometric_Tests,Sociometric Tests,,"Tests or techniques used to identify preferences,
likes, or dislikes of group members with respect
to each other, as well as to identify various
patterns of group structure or interaction.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Muscle_Contractions,Muscle Contractions,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Rigidity (Muscles),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Role_Models,Role Models,,"Real or theoretical persons consciously or
unconsciously perceived as being a standard for
emulation in one or more of their roles.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Animal_Cognition,Animal Cognition,,"Act or process of knowing, which includes awereness and judgement, perceiving, reasoning, and conceiving.  Used for animal populations.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Animal Intelligence,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Herpes_Simplex,Herpes Simplex,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Seminaries,Seminaries,,"Institutions for training for ministry,
priesthood, or rabbinate.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Autonomic_Nervous_System_Disorders,Autonomic Nervous System Disorders,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
